Alert Book for BREEZESCREAMER@tda on 2/28/24

Alert Book
Sent,Alert ID,Context,Trigger,Current,Options,Status
2/28/24 09:30:02,24270647,URI (Day),high is greater than or equal to BollingerBands("length" = 21)."UpperBand" and DIMinus("length" = 5) is less than or equal to 13.7 and DIaf("select" = "THREE_DAYS")."DIg" is less than or equal to 12.4 and shared_rp_wsb_MACD()."Value" is greater than or equal to 11.2 and MACDaf("select" = "THREE_DAYS")."Value" is greater than or equal to 29.4 True,,Reverse crossover: Silent,Triggered
2/28/24 09:30:01,24270022,NVDA (3 Days),high is greater than or equal to BollingerBands("length" = 21)."UpperBand" and DIaf("select" = "WEEK")."DIg" is less than or equal to 18 and shared_rp_wsb_MACD()."Diff" is greater than or equal to 0.75 and MACDaf("select" = "WEEK")."Diff" is greater than or equal to -2.1 and DIaf("select" = "MONTH")."DIg" is less than or equal to 13 and shared_rp_wsb_MACD()."Value" is greater than or equal to 31 and MACDaf("select" = "WEEK")."Value" is greater than or equal to 40 and MACDaf("select" = "MONTH")."Value" is greater than or equal to 60 True,False,Reverse crossover: Silent,Active
2/27/24 09:55:31,24051802,PVH (Day),high is greater than or equal to BollingerBands("length" = 21)."UpperBand" and shared_rp_wsb_DMI()."DIg" is less than or equal to 9 and shared_rp_wsb_DMI()."DIr" is greater than or equal to 40 False,,Reverse crossover: Silent,Triggered
2/27/24 09:30:09,24027959,CF (Day),"DIMinus("length" = 5) is less than or equal to 10.92 and StochRSI("rsi length" = 13, "k period" = 21, "d period" = 5, "slowing period" = 3)."FullD" is greater than or equal to 82 and high is greater than or equal to reference BollingerBands("length" = 21)."UpperBand" and DIaf("select" = "THREE_DAYS")."DIg" is less than or equal to 13.2 False",,Reverse crossover: Silent,Triggered
2/27/24 09:30:03,24027558,DJX (4 hours),StraightLineInformation()."StraightLineInformationUp" is true or StraightLineInformation()."StraightLineInformationDown" is true True,False,Reverse crossover: Silent,Active
2/27/24 09:30:03,24027505,UNH (Day),high is greater than or equal to BollingerBands("length" = 21)."UpperBand" and shared_rp_wsb_StochRSI()."K" is greater than or equal to 82 and DIMinus("length" = 5) is less than or equal to 9 True,False,Reverse crossover: Silent,Active
2/27/24 09:30:03,24027440,COST (Day),high is greater than or equal to BollingerBands("length" = 21)."UpperBand" and shared_rp_wsb_MACD()."Avg" is greater than or equal to 3.5 and shared_rp_wsb_DMI()."DIg" is less than or equal to 8.5 and MACDaf("select" = "THREE_DAYS")."Value" is greater than or equal to 5.6 and StochRSIaf("select" = "THREE_DAYS")."K" is greater than or equal to 84 and DIaf("select" = "THREE_DAYS")."DIg" is less than or equal to 9.75 and DIaf("select" = "WEEK")."DIg" is less than or equal to 14.2 within 2 bars True,,Reverse crossover: Silent,Triggered
2/26/24 15:03:46,23932914,CMI (3 Days),high is greater than or equal to shared_rp_wsb_BollingerBand()."UpperBand" and shared_rp_wsb_DMI()."DIg" is less than or equal to 18 and shared_rp_wsb_MACD()."Value" is greater than or equal to 0 and DIaf("select" = "WEEK")."DIg" is less than or equal to 8.9 and DIaf("select" = "MONTH")."DIg" is less than or equal to 15 within 2 bars and shared_rp_wsb_StochRSI()."D" is greater than or equal to 90 False,,Reverse crossover: Silent,Triggered
2/26/24 10:10:15,23809830,URI (Day),high is greater than or equal to BollingerBands("length" = 21)."UpperBand" and DIMinus("length" = 5) is less than or equal to 13.7 and DIaf("select" = "THREE_DAYS")."DIg" is less than or equal to 12.4 and shared_rp_wsb_MACD()."Value" is greater than or equal to 11.2 and MACDaf("select" = "THREE_DAYS")."Value" is greater than or equal to 29.4 False,,Reverse crossover: Silent,Triggered
2/26/24 09:30:01,23777729,ROKU (Day),low is less than or equal to BollingerBands("length" = 21)."LowerBand" and shared_rp_wsb_DMI()."DIr" is less than or equal to 9 and shared_rp_wsb_DMI()."DIg" is greater than or equal to 45.5 True,False,Reverse crossover: Silent,Active
2/23/24 09:32:58,23516305,NVDA (3 Days),high is greater than or equal to BollingerBands("length" = 21)."UpperBand" and DIaf("select" = "WEEK")."DIg" is less than or equal to 18 and shared_rp_wsb_MACD()."Diff" is greater than or equal to 0.75 and MACDaf("select" = "WEEK")."Diff" is greater than or equal to -2.1 and DIaf("select" = "MONTH")."DIg" is less than or equal to 13 and shared_rp_wsb_MACD()."Value" is greater than or equal to 31 and MACDaf("select" = "WEEK")."Value" is greater than or equal to 40 and MACDaf("select" = "MONTH")."Value" is greater than or equal to 60 False,,Reverse crossover: Silent,Triggered
2/23/24 09:30:03,23513107,DE (Day),low is less than or equal to reference BollingerBands("length" = 21)."LowerBand" and shared_rp_wsb_StochRSI()."D" is less than or equal to 9.5 and shared_rp_wsb_DMI()."DIr" is less than or equal to 8 True,False,Reverse crossover: Silent,Active
2/23/24 09:30:03,23513103,DE (3 Days),low is less than or equal to reference BollingerBands("length" = 21)."LowerBand" and shared_rp_wsb_StochRSI()."K" is less than or equal to 20 and shared_rp_wsb_DMI()."DIr" is less than or equal to 12 True,False,Reverse crossover: Silent,Active
2/23/24 09:30:02,23512662,BKNG (Day),high is greater than or equal to reference BollingerBands("length" = 21)."UpperBand" and DIMinus("length" = 5) is less than or equal to 11 and DIPlus("length" = 5) is greater than or equal to 30 and DIaf("select" = "THREE_DAYS")."DIg" is less than or equal to 12.6 and shared_rp_wsb_MACD()."Value" is greater than or equal to 35 and DIaf("select" = "WEEK")."DIg" is less than or equal to 11.5 and DIaf("select" = "WEEK")."DIr" is greater than or equal to 26 and DIaf("select" = "MONTH")."DIg" is less than or equal to 12.1 and MACDaf("select" = "THREE_DAYS")."Value" is greater than or equal to 76 and MACDaf("select" = "WEEK")."Value" is greater than or equal to 153 True,False,Reverse crossover: Silent,Active
2/22/24 13:00:00,23385623,COMP:GIDS (4 hours),StraightLineInformation()."StraightLineInformationUp" is true  True,False,Reverse crossover: Silent,Active
2/22/24 13:00:00,23385606,SPX (4 hours),StraightLineInformation()."StraightLineInformationUp" is true True,False,Reverse crossover: Silent,Active
2/22/24 09:31:43,23283814,SNPS (3 Days),DIMinus("length" = 5) is less than or equal to 9.5 and shared_rp_wsb_MACD()."Value" is greater than or equal to 15 and DIaf("select" = "WEEK")."DIg" is less than or equal to 7 and high is greater than or equal to BollingerBands("length" = 21)."UpperBand" and shared_rp_wsb_MACD()."Diff" is greater than or equal to 5.6 and MACDaf("select" = "WEEK")."Diff" is greater than or equal to 7.5 True,False,Reverse crossover: Silent,Active
2/22/24 09:30:03,23281494,ADBE (Day),low is less than or equal to BollingerBands("length" = 21)."LowerBand" and DIPlus("length" = 5) is less than or equal to 9.82 and shared_rp_wsb_MACD()."Value" is less than or equal to 1 and shared_rp_wsb_StochRSI()."D" is less than or equal to 25 and DIMinus("length" = 5) is greater than or equal to 37 and shared_rp_wsb_StochRSI()."K" is less than or equal to 12 and shared_rp_wsb_MACD()."Diff" is less than or equal to -3.4 and MACDaf("select" = "THREE_DAYS")."Diff" is less than or equal to -4.8 and DIaf("select" = "THREE_DAYS")."DIr" is less than or equal to 11.5  True,False,Reverse crossover: Silent,Active
2/20/24 13:00:00,22903633,RUT (4 hours),StraightLineInformation()."StraightLineInformationDown" is true True,False,Reverse crossover: Silent,Active
2/20/24 13:00:00,22903629,SPX (4 hours),StraightLineInformation()."StraightLineInformationDown" is true True,False,Reverse crossover: Silent,Active
2/20/24 09:43:03,22806027,TTD (Day),high is greater than or equal to BollingerBands("length" = 21)."UpperBand" and DIMinus("length" = 5) is less than or equal to 9.6 and shared_rp_wsb_StochRSI()."D" is greater than or equal to 80 and DIPlus("length" = 5) is greater than or equal to 34.8 and shared_rp_wsb_MACD()."Diff" is greater than or equal to 0.85 True,False,Reverse crossover: Silent,Active
2/20/24 09:30:03,22791485,CMI (Day),high is greater than or equal to shared_rp_wsb_BollingerBand()."UpperBand" and shared_rp_wsb_DMI()."DIg" is less than or equal to 9.5 and shared_rp_wsb_MACD()."Value" is greater than or equal to 2.3 and MACDaf("select" = "THREE_DAYS")."Value" is greater than or equal to 3.3 and shared_rp_wsb_MACD()."Diff" is greater than or equal to 1 and DIaf("select" = "WEEK")."DIg" is less than or equal to 8 True,False,Reverse crossover: Silent,Active
2/15/24 13:00:00,22328897,RUT (4 hours),StraightLineInformation()."StraightLineInformationUp" is true True,False,Reverse crossover: Silent,Active
2/15/24 10:06:39,22248151,CME (Day),DIMinus("length" = 5) is less than or equal to 9.7 and high is greater than or equal to BollingerBands("length" = 21)."UpperBand" and DIPlus("length" = 5) is greater than or equal to 36 and shared_rp_wsb_StochRSI()."K" is greater than or equal to 94 and shared_rp_wsb_MACD()."Diff" is greater than or equal to 0.47 True,False,Reverse crossover: Silent,Active
2/15/24 09:30:03,22216045,LMT (3 Days),low is less than or equal to BollingerBands("length" = 21)."LowerBand" and DIPlus("length" = 5) is less than or equal to 15.2 and shared_rp_wsb_MACD()."Avg" is less than or equal to -3.6 and MACDaf("select" = "WEEK")."Value" is less than or equal to -5.3 and DIaf("select" = "MONTH")."DIr" is less than or equal to 17 True,False,Reverse crossover: Silent,Active
2/14/24 09:30:03,21967585,FDX (Day),low is less than or equal to reference BollingerBands("length" = 21)."LowerBand" and DIPlus("length" = 5) is less than or equal to 12.5 and DIaf("select" = "THREE_DAYS")."DIr" is less than or equal to 20.5 and shared_rp_wsb_MACD()."Value" is less than or equal to -1.1 and MACDaf("select" = "THREE_DAYS")."Value" is less than or equal to 4.1 True,False,Reverse crossover: Silent,Active
2/14/24 09:30:02,21966991,DIS (Day),high is greater than or equal to BollingerBands("length" = 21)."UpperBand" and DIMinus("length" = 5) is less than or equal to 6.5 and DIaf("select" = "THREE_DAYS")."DIg" is less than or equal to 8.5 and shared_rp_wsb_MACD()."Value" is greater than or equal to 0.45 and shared_rp_wsb_MACD()."Diff" is greater than or equal to 0.4 and MACDaf("select" = "THREE_DAYS")."Diff" is greater than or equal to 0.35 and DIaf("select" = "WEEK")."DIg" is less than or equal to 14 and shared_rp_wsb_StochRSI()."D" is greater than or equal to 74 True,False,Reverse crossover: Silent,Active
2/13/24 15:23:56,21879785,WYNN (Day),"StochRSI("rsi length" = 13, "k period" = 21, "d period" = 5, "slowing period" = 3)."FullK" from 1 bars ago is greater than or equal to 92 and DIMinus("length" = 5) from 1 bars ago is less than or equal to 5 and high from 1 bars ago is greater than or equal to BollingerBands("length" = 21)."UpperBand" and DIMinus("length" = 5) is greater than or equal to 10 True",False,Reverse crossover: Silent,Active
2/13/24 15:07:57,21872363,MSFT (Day),high is greater than or equal to reference BollingerBands("length" = 21)."UpperBand" and shared_rp_wsb_MACD()."Avg" is greater than or equal to 4 and DIMinus("length" = 5) is less than or equal to 8 and MACDaf("select" = "THREE_DAYS")."Value" is greater than or equal to 15 and DIMinusAF("select" = "THREE_DAYS") is less than or equal to 10 and DIMinusAF("select" = "WEEK") is less than or equal to 10 True,False,Reverse crossover: Silent,Active
2/13/24 09:30:04,21693341,LVS (Day),high is greater than or equal to shared_rp_wsb_BollingerBand()."UpperBand" and shared_rp_wsb_DMI()."DIg" is less than or equal to 7 True,False,Reverse crossover: Silent,Active
2/13/24 09:30:04,21693292,SNOW (Day),high is greater than or equal to BollingerBands("length" = 21)."UpperBand" and shared_rp_wsb_StochRSI()."K" is greater than or equal to 80 and DIMinus("length" = 5) is less than or equal to 9.95 and DIPlus("length" = 5) is greater than or equal to 40 and DIaf("select" = "THREE_DAYS")."DIr" is greater than or equal to 25 and DIaf("select" = "WEEK")."DIg" is less than or equal to 10 True,False,Reverse crossover: Silent,Active
2/13/24 09:30:03,21692874,NVDA (Day),high is greater than or equal to BollingerBands("length" = 21)."UpperBand" and DIaf("select" = "THREE_DAYS")."DIg" is less than or equal to 15 and shared_rp_wsb_MACD()."Diff" is greater than or equal to 2.55 and  DIMinus("length" = 5) is less than or equal to 9.6  True,False,Reverse crossover: Silent,Active
2/9/24 15:46:58,21346321,TSLA (3 Days),low is less than or equal to reference BollingerBands("length" = 21)."LowerBand" and shared_rp_wsb_StochRSI()."K" is less than or equal to 6  and StochRSIaf("select" = "WEEK")."D" is less than or equal to 25 and shared_rp_wsb_MACD()."Diff" is less than or equal to -2.5 and shared_rp_wsb_MACD()."Diff" is greater than or equal to shared_rp_wsb_MACD()."Diff" from 1 bars ago within 3 bars True,False,Reverse crossover: Silent,Active
2/9/24 09:30:04,21183678,DOCU (Day),low is less than or equal to reference BollingerBands("length" = 21)."LowerBand" and shared_rp_wsb_StochRSI()."D" is less than or equal to 14.5 and shared_rp_wsb_DMI()."DIg" is greater than or equal to 42 True,False,Reverse crossover: Silent,Active
2/8/24 12:20:36,21036912,TEAM (Day),low is less than or equal to reference BollingerBands("length" = 21)."LowerBand" and shared_rp_wsb_StochRSI()."D" is less than or equal to 23 and shared_rp_wsb_StochRSI()."K" is less than or equal to 23 and DIPlus("length" = 5) is less than or equal to 7.5 and DIMinus("length" = 5) is greater than or equal to 36 and DIaf("select" = "THREE_DAYS")."DIg" is greater than or equal to 34 and shared_rp_wsb_MACD()."Diff" is less than or equal to -1.6 True,False,Reverse crossover: Silent,Active
2/7/24 09:30:04,20699651,PSA (Day),low is less than or equal to BollingerBands("length" = 21)."LowerBand" and DIPlus("length" = 5) is less than or equal to 9 and StochRSIrtp()."FullK" is less than or equal to 20 and DIaf("select" = "THREE_DAYS")."DIr" is less than or equal to 12.7  True,False,Reverse crossover: Silent,Active
2/7/24 09:30:04,20699598,TWLO (Day),DIPlus("length" = 5) is less than or equal to 9.6 and low is less than or equal to BollingerBands("length" = 21)."LowerBand" and DIMinus("length" = 5) is greater than or equal to 30 and shared_rp_wsb_MACD()."Diff" is less than or equal to -0.14 True,False,Reverse crossover: Silent,Active
2/7/24 09:30:02,20699094,AMZN (Day),DIMinus("length" = 5) is less than 9.6 and high is greater than or equal to BollingerBands("length" = 21)."UpperBand" and shared_rp_wsb_MACD()."Value" is greater than or equal to 2.9 and shared_rp_wsb_StochRSI()."K" is greater than or equal to 88 and DIaf("select" = "THREE_DAYS")."DIg" is less than or equal to 10.1 and DIaf("select" = "WEEK")."DIg" is less than or equal to 9.3 and shared_rp_wsb_MACD()."Diff" is greater than or equal to 0.55 True,False,Reverse crossover: Silent,Active
2/3/24 06:32:59,20114906,COP (3 Days),low is less than or equal to BollingerBands("length" = 21)."LowerBand" and DIPlus("length" = 5) is less than or equal to 13 and DIaf("select" = "WEEK")."DIr" is less than or equal to 17.5 True,False,Reverse crossover: Silent,Active
2/3/24 06:32:57,20114850,ASML (Day),high is greater than or equal to reference BollingerBands("length" = 21)."UpperBand" and DIMinus("length" = 5) is less than or equal to 13.9 and DIaf("select" = "THREE_DAYS")."DIg" is less than or equal to 18.2 and shared_rp_wsb_StochRSI()."K" is greater than or equal to 75 and shared_rp_wsb_MACD()."Avg" is greater than or equal to 3.9 and MACDaf("select" = "THREE_DAYS")."Value" is greater than or equal to 15.6 and DIMinusAF("select" = "WEEK") is less than or equal to 12 and MACDaf("select" = "WEEK")."Value" is greater than or equal to 29 and DIMinusAF("select" = "MONTH") is less than or equal to 15.1 True,False,Reverse crossover: Silent,Active
2/1/24 01:54:00,19786320,NOC (Day),low is less than or equal to reference BollingerBands("length" = 21)."LowerBand" and DIPlus("length" = 5) is less than or equal to 13.7 and shared_rp_wsb_MACD()."Diff" is less than or equal to -2 and MACDaf("select" = "THREE_DAYS")."Diff" is less than or equal to -0.2 and DIaf("select" = "THREE_DAYS")."DIr" is less than or equal to 21 and shared_rp_wsb_StochRSI()."D" is less than or equal to 20 and DIaf("select" = "WEEK")."DIr" is less than or equal to 21.5  True,False,Reverse crossover: Silent,Active
1/28/24 03:35:49,19319198,UNH (Day),DIPlus("length" = 5) is less than or equal to 13 and low is less than or equal to BollingerBands("length" = 21)."LowerBand" and StochRSIrtp()."FullK" is less than or equal to 22 and shared_rp_wsb_MACD()."Value" is less than or equal to -1 and StochRSIaf("select" = "THREE_DAYS")."K" is less than or equal to 43 True,False,Reverse crossover: Silent,Active
1/28/24 03:35:46,19319197,RETL (3 Days),high is greater than or equal to BollingerBands("length" = 21)."UpperBand" and DIMinus("length" = 5) is less than or equal to 16 and DIPlus("length" = 5) is greater than or equal to 36 and shared_rp_wsb_MACD()."Value" is greater than or equal to -0.2 and MACDaf("select" = "WEEK")."Value" is greater than or equal to -2.6 and DIMinusAF("select" = "WEEK") is less than or equal to 11 and DIMinusAF("select" = "MONTH") is less than or equal to 25.1 and shared_rp_wsb_StochRSI()."D" is greater than or equal to 80 and StochRSIaf("select" = "WEEK")."K" is greater than or equal to 76 True,False,Reverse crossover: Silent,Active
1/28/24 03:34:58,19319144,CME (Day),low is less than or equal to BollingerBands("length" = 21)."LowerBand" and DIPlus("length" = 5) is less than or equal to 13.4 and DIMinus("length" = 5) is greater than or equal to 32 and shared_rp_wsb_MACD()."Value" is less than or equal to -1.1 and shared_rp_wsb_MACD()."Diff" is less than or equal to -0.3 and DIaf("select" = "THREE_DAYS")."DIr" is less than or equal to 13.9 and MACDaf("select" = "THREE_DAYS")."Value" is less than or equal to -1 and DIaf("select" = "WEEK")."DIr" is less than or equal to 10 True,False,Reverse crossover: Silent,Active
1/27/24 22:21:20,19314667,ACN (Day),high is greater than or equal to shared_rp_wsb_BollingerBand()."UpperBand" and DIMinus("length" = 5) is less than or equal to 14 and shared_rp_wsb_StochRSI()."D" is greater than or equal to 62 and shared_rp_wsb_MACD()."Avg" is greater than or equal to 1.5 and shared_rp_wsb_MACD()."Diff" is greater than or equal to 1.4 and DIMinusAF("select" = "THREE_DAYS") is less than or equal to 16.5 and MACDaf("select" = "THREE_DAYS")."Value" is greater than or equal to 0.4 and DIMinusAF("select" = "WEEK") is less than or equal to 15.75 and DIMinusAF("select" = "MONTH") is less than or equal to 12.7 True,False,Reverse crossover: Silent,Active
1/19/24 15:59:22,18537930,ALB (Day),low is less than or equal to reference BollingerBands("length" = 21)."LowerBand" and DIPlus("length" = 5) is less than or equal to 10.3 and shared_rp_wsb_MACD()."Value" is less than or equal to -5.5 and shared_rp_wsb_MACD()."Diff" is less than or equal to -1.6 and DIaf("select" = "THREE_DAYS")."DIg" is greater than or equal to 40 and CandleOnBBaf("band selection" = "Lower")."BodyOnBB" is true True,False,Reverse crossover: Silent,Active
1/17/24 10:27:50,18167597,NOW (Day),high is greater than or equal to reference BollingerBands("length" = 21)."UpperBand" and DIMinus("length" = 5) is less than or equal to 11 and DIaf("select" = "THREE_DAYS")."DIg" is less than or equal to 11 and DIaf("select" = "WEEK")."DIg" is less than or equal to 12.2 and shared_rp_wsb_MACD()."Value" is greater than or equal to 10.5 and shared_rp_wsb_StochRSI()."D" is greater than or equal to 92 and MACDaf("select" = "THREE_DAYS")."Value" is greater than or equal to 17 and MACDaf("select" = "WEEK")."Value" is greater than or equal to 25 True,False,Reverse crossover: Silent,Active
1/17/24 09:18:43,18133435,ALGT (3 Days),high is greater than or equal to reference BollingerBands("length" = 21)."UpperBand" and DIMinus("length" = 5) is less than or equal to 8 and DIaf("select" = "WEEK")."DIg" is less than or equal to 8.8 and DIaf("select" = "MONTH")."DIg" is less than or equal to 20 and shared_rp_wsb_StochRSI()."D" is greater than or equal to 90 and shared_rp_wsb_MACD()."Value" is greater than or equal to 10 True,False,Reverse crossover: Silent,Active
1/16/24 15:34:09,18100954,BKNG (3 Days),high is greater than or equal to reference BollingerBands("length" = 21)."UpperBand" and DIMinus("length" = 5) is less than or equal to 8 and DIPlus("length" = 5) is greater than or equal to 27 and DIaf("select" = "THREE_DAYS")."DIg" is less than or equal to 13.1 and shared_rp_wsb_MACD()."Value" is greater than or equal to 15 and MACDaf("select" = "WEEK")."Value" is greater than or equal to -24 and shared_rp_wsb_StochRSI()."D" is greater than or equal to 75 and 0 is equal to 1 True,False,Reverse crossover: Silent,Active
1/16/24 14:05:22,18082101,BKNG (3 Days),"low is less than or equal to reference BollingerBands("length" = 21)."LowerBand" and DIPlus("length" = 5) is less than or equal to 24 and DIMinus("length" = 5) is greater than or equal to 28 and StochRSI("rsi length" = 13, "k period" = 21, "d period" = 5, "slowing period" = 3)."FullK" is less than or equal to 24 and StochRSI("rsi length" = 13, "k period" = 21, "d period" = 5, "slowing period" = 3)."FullD" is less than or equal to 28 and  MACDaf("select" = "WEEK")."Diff" is less than or equal to -41 True",False,Reverse crossover: Silent,Active
1/16/24 11:43:28,18043982,COP (Day),low is less than or equal to BollingerBands("length" = 21)."LowerBand" and shared_rp_wsb_DMI()."DIr" is less than or equal to 10 and DIaf("select" = "THREE_DAYS")."DIr" is less than or equal to 16.4 and DIaf("select" = "WEEK")."DIr" is less than or equal to 11.5 and shared_rp_wsb_MACD()."Value" is less than or equal to 1.16 and DIMinus("length" = 5) is greater than or equal to 43 and DIaf("select" = "THREE_DAYS")."DIg" is greater than or equal to 31 and DIaf("select" = "WEEK")."DIg" is greater than or equal to 27 True,False,Reverse crossover: Silent,Active
1/16/24 10:58:27,18027164,NOC (3 Days),high is greater than or equal to reference BollingerBands("length" = 21)."UpperBand" and DIMinus("length" = 5) is less than or equal to 13.7 and shared_rp_wsb_MACD()."Value" is greater than or equal to 3.7 and MACDaf("select" = "WEEK")."Value" is greater than or equal to -5 and DIaf("select" = "WEEK")."DIg" is less than or equal to 16 and shared_rp_wsb_StochRSI()."D" is greater than or equal to 87 and DIaf("select" = "MONTH")."DIg" is less than or equal to 20.5  True,False,Reverse crossover: Silent,Active
